Unnamed: 0,Timestamp,Temperature(°C),UV index,Ambient light(x),Pressure(mbar),humidity(%),sound level(dB),CO2(ppm),VOCs(ppb),magnetic field(μT),Index
9,2024-07-08 17:11:06.229187,27.405943307492,0,459.9901445530242,1004.6496044197582,31.653468480510092,32.73267650815338,3.9603964317184976,-0.017817168360035662,0,0
10,2024-07-08 17:11:08.519510,27.54235909030517,0,462.37436613280573,1009.650346802612,31.81102673833296,33.771672730134945,3.980109695130805,-0.017817168360035662,-33,1
11,2024-07-08 17:11:10.810810,27.59814728875552,0,463.1749223921712,1011.3294590336296,31.863930482928023,34.12053918450225,3.986728868680391,-0.017817168360035662,0,2
12,2024-07-08 17:11:13.102066,27.62864134005458,0,463.6541770121003,1012.1719472464928,31.89047473673925,34.3381246812838,3.9900500139805137,-0.017817168360035662,-88,3
13,2024-07-08 17:11:15.394321,27.646986282446328,0,463.9485162491862,1012.6787804507504,31.90242749005267,34.517214450685486,4.022168187351727,0.022343101947584237,38,4
14,2024-07-08 17:11:17.733456,27.65924643414635,0,464.12507691103184,1013.0183429230534,31.910415662799476,34.59660258144208,4.0436331595195245,0.04918270687906884,50,5
15,2024-07-08 17:11:20.024746,27.670915836133393,0,464.2515088416219,1013.262364571396,31.91469078699571,34.537845931854434,4.059003841996971,0.06840206770548894,52,6
16,2024-07-08 17:11:22.316390,27.67969115521603,0,464.3465848818848,1013.44713759781,31.91536518233587,34.49366128992238,4.070562501421625,0.08285490976231234,-10,7
17,2024-07-08 17:11:24.607277,27.686535830568864,0,464.4207433966126,1013.5901240728972,31.914756267815463,34.459197639454764,4.07957815891859,0.09412800546094724,-33,8
18,2024-07-08 17:11:26.898555,27.69305560624117,0,464.4576504023116,1013.7048625239598,31.914267648812455,34.30210071914158,4.08681270733224,0.08262769863502824,130,9
19,2024-07-08 17:11:29.288280,27.699347216519826,0,464.4823067078323,1013.7997979019692,31.913866563947444,34.17314708309857,4.0786538206637495,0.07318762573063284,78,10
20,2024-07-08 17:11:31.578649,27.70460845154578,0,464.5029250571056,1013.8791857397188,31.913531164638407,34.185018184777554,4.071831112579183,0.06529355092108084,45,11
21,2024-07-08 17:11:33.869900,27.709076645182854,0,464.52043554211053,1013.9453972314964,31.913246321051087,34.19509992047752,4.066036811298082,0.05858937316422154,30,12
22,2024-07-08 17:11:36.161985,27.714431349706896,0,464.502282688394,1014.0033511456584,31.91300122421291,34.17961490182757,4.074641017961586,0.06792066400554754,-23,13
23,2024-07-08 17:11:38.501548,27.721222794924177,0,464.4843545911337,1014.0537812951164,31.91136667612948,34.188880526576604,4.082128198668516,0.07604053646912663,-5,14
24,2024-07-08 17:11:40.792400,27.72719035023202,0,464.46860140333007,1014.0972197640236,31.909930419813023,34.17551188604567,4.0887070877766565,0.08317536366258303,58,15
25,2024-07-08 17:11:43.083686,27.73311743166012,0,464.4405911022621,1014.1348847642907,31.90865760797263,34.16366458291263,4.094537306141973,0.08949825493691374,-52,16
26,2024-07-08 17:11:45.375854,27.738409610430708,0,464.427154488098,1014.1685151297964,31.90752113838259,34.24506325769659,4.08877886306009,0.08296147298190804,45,17
27,2024-07-08 17:11:47.666263,27.74316651437537,0,464.4168259814234,1014.1987439684788,31.904167526130976,34.31822890344579,4.083602854879192,0.07708585063143324,38,18
28,2024-07-08 17:11:49.957554,27.748027659275557,0,464.4074866664923,1014.2259097544188,31.901135099279593,34.39278461461713,4.078922568366293,0.07177295407471813,60,19
29,2024-07-08 17:11:52.298369,27.753525032228747,0,464.4006138052116,1014.2497969410284,31.898378383980702,34.46056163931654,4.0746678186013,0.06694311186018453,30,20
30,2024-07-08 17:11:54.588860,27.75854676867971,0,464.3943355886326,1014.2716173917652,31.893778092707574,34.501653660212945,4.070781192722622,0.06253115092763113,30,21
31,2024-07-08 17:11:56.880117,27.763154134809568,0,464.424848646014,1014.291637320458,31.889557396060862,34.52424111513998,4.06721527312336,0.05848324447826654,41,22
32,2024-07-08 17:11:59.269376,27.76788685993796,0,464.4544215659715,1014.310127387717,31.885669534800645,34.54504737020363,4.071749535970374,0.06452827431387684,18,23
33,2024-07-08 17:12:01.560263,27.77321222061075,0,464.48176147238195,1014.3275537926888,31.8820752409959,34.55145760389265,4.075941422400802,0.07011685164042274,87,24
34,2024-07-08 17:12:03.851373,27.778151843934022,0,464.5071210391154,1014.3437179328716,31.878741296386412,34.51577271565077,4.079829673592135,0.07530062577372824,-6,25
35,2024-07-08 17:12:06.143582,27.782747644764665,0,464.516726999037,1014.3587569680402,31.87563941099904,34.44737491862889,4.083447283050469,0.07109877419233744,33,26
36,2024-07-08 17:12:08.434677,27.787035541672484,0,464.52568939043783,1014.3727884360636,31.872745341988857,34.382236842230164,4.079768057533596,0.06717843319696123,38,27
37,2024-07-08 17:12:10.725229,27.79104649243261,0,464.5340729200269,1014.3865176712704,31.87003819474493,34.32130589574023,4.076326465372957,0.06351129869410384,112,28
38,2024-07-08 17:12:13.016492,27.794807322454837,0,464.54193365720784,1014.399390758734,31.867499863751,34.298420238731524,4.073099489053359,0.06007284473176554,1,29
39,2024-07-08 17:12:15.308763,27.79875622553616,0,464.55056492847115,1014.412524743833,31.86511458165791,34.27981830307724,4.070067083567874,0.056841712667468944,68,30
40,2024-07-08 17:12:17.745341,27.802474590705103,0,464.5599148636697,1014.4253809875725,31.862868552907543,34.32220777473095,4.067211710644523,0.053799214870809645,58,31
41,2024-07-08 17:12:20.036603,27.805982488794296,0,464.57114029091946,1014.4375095416002,31.860749653981884,34.362197915521236,4.071732110239344,0.05894465375051283,68,32
42,2024-07-08 17:12:22.328641,27.809692208719976,0,464.5817488914578,1014.4489716429464,31.859141764117513,34.341987735643755,4.076004118111128,0.06380735558401114,189,33
43,2024-07-08 17:12:24.619158,27.81320378857917,0,464.5917908754164,1014.4598215413314,31.858008599077312,34.35824196385156,4.080047953522266,0.06841033536735333,55,34
44,2024-07-08 17:12:26.910466,27.8165328405532,0,464.587119609844,1014.4701074744684,31.856934334653538,34.34565230654011,4.083881595016386,0.07277405755184593,52,35
45,2024-07-08 17:12:29.202459,27.819693295445656,0,464.53459680942274,1014.4786608161926,31.855914475462267,34.324234079162025,4.084491912801569,0.07313031750241704,30,36
46,2024-07-08 17:12:31.494908,27.82269762528813,0,464.4846686117154,1014.4867916266832,31.854570889879884,34.30387390258162,4.08507208116271,0.07346897837169014,50,37
47,2024-07-08 17:12:33.833045,27.825557031637263,0,464.43714886088543,1014.4944192517607,31.853292116460747,34.29374333700943,4.085624263240709,0.07379130284689034,105,38
48,2024-07-08 17:12:36.124263,27.828281605563824,0,464.42444339311857,1014.500991813752,31.852073642312497,34.28409046803975,4.0861504077297175,0.07409842843653863,46,39
49,2024-07-08 17:12:38.416199,27.83124283404455,0,464.4213834188932,1014.5076597161936,31.849461910598997,34.28394224179837,4.086652275238987,0.07439138285862223,35,40
50,2024-07-08 17:12:40.755628,27.834070229981577,0,464.4184617400195,1014.5140262631844,31.846968215943747,34.28380071463309,4.083541443507389,0.07108107985429234,13,41
51,2024-07-08 17:12:43.046863,27.836416473165507,0,464.4156695215321,1014.5201107067448,31.84316153729941,34.28366545857502,4.0805684535765865,0.06791745727714774,87,42
52,2024-07-08 17:12:45.338924,27.838307738303513,0,464.412998716967,1014.5259305806946,31.839520384306994,34.28283017095172,4.077724738045445,0.06489139837123453,18,43
53,2024-07-08 17:12:47.678109,27.84011822934055,0,464.4205990591665,1014.5315018934688,31.836034741429753,34.282030557653215,4.075002474848412,0.061994579508232533,50,44
54,2024-07-08 17:12:49.969323,27.84185270722081,0,464.4278803022976,1014.536595893179,31.833043160457976,34.2812645159824,4.089780394653451,0.08355962803589354,36,45
55,2024-07-08 17:12:52.261166,27.84351553906093,0,464.4348607792768,1014.5414794751536,31.83017515265643,34.26913312109465,4.103947883246025,0.10423388957233674,26,46
56,2024-07-08 17:12:54.600704,27.844767571049765,0,464.44155734379586,1014.5460614797652,31.827423793495527,34.25921098144055,4.117539146667713,0.12406728013796964,78,47
57,2024-07-08 17:12:56.892001,27.846310545228516,0,464.45105561392546,1014.5504598464236,31.824782703530715,34.27185938203897,4.130585698329226,0.14310578646436345,62,48
58,2024-07-08 17:12:59.184148,27.847792538796696,0,464.46458823907074,1014.5549218307302,31.8222459933286,34.26195919607288,4.1444734743376594,0.16478397117679444,68,49
59,2024-07-08 17:13:01.475596,27.849554162029857,0,464.4775930911884,1014.5593110256812,31.81980821494564,34.25244511783277,4.157819626417821,0.18561670564905544,-16,50
60,2024-07-08 17:13:03.765706,27.851247942502315,0,464.498155399301,1014.563531186132,31.81746431907534,34.24329744105764,4.1706517981048705,0.20564714017828323,10,51
61,2024-07-08 17:13:06.057136,27.853211474946505,0,464.52094309478593,1014.567590753867,31.81554382369708,34.22547428945209,4.1829956581927075,0.22491534258060122,92,52
